date,borough,station_id,rides_station
2025-08-21,Lambeth,Lambeth-S3,14
2025-08-22,Lambeth,Lambeth-S1,71
2025-08-22,Lambeth,Lambeth-S2,30
2025-08-22,Lambeth,Lambeth-S3,13
2025-08-23,Lambeth,Lambeth-S1,35
2025-08-23,Lambeth,Lambeth-S2,42
2025-08-23,Lambeth,Lambeth-S3,13
2025-08-24,Lambeth,Lambeth-S1,34
2025-08-24,Lambeth,Lambeth-S2,15
2025-08-24,Lambeth,Lambeth-S3,49
2025-08-25,Lambeth,Lambeth-S1,13
2025-08-25,Lambeth,Lambeth-S2,56
2025-08-25,Lambeth,Lambeth-S3,57
2025-08-26,Lambeth,Lambeth-S1,65
2025-08-26,Lambeth,Lambeth-S2,18
2025-08-26,Lambeth,Lambeth-S3,48
2025-08-27,Lambeth,Lambeth-S1,35
2025-08-27,Lambeth,Lambeth-S2,56
2025-08-27,Lambeth,Lambeth-S3,33
2025-08-28,Lambeth,Lambeth-S1,17
2025-08-28,Lambeth,Lambeth-S2,13
2025-08-28,Lambeth,Lambeth-S3,116
2025-08-29,Lambeth,Lambeth-S1,69
2025-08-29,Lambeth,Lambeth-S2,12
2025-08-29,Lambeth,Lambeth-S3,53
2025-08-30,Lambeth,Lambeth-S1,21
2025-08-30,Lambeth,Lambeth-S2,68
2025-08-30,Lambeth,Lambeth-S3,8
2025-08-31,Lambeth,Lambeth-S1,21
2025-08-31,Lambeth,Lambeth-S2,28
2025-08-31,Lambeth,Lambeth-S3,41
2024-09-01,Southwark,Southwark-S1,49
2024-09-01,Southwark,Southwark-S2,11
2024-09-01,Southwark,Southwark-S3,55
2024-09-02,Southwark,Southwark-S1,43
2024-09-02,Southwark,Southwark-S2,44
2024-09-02,Southwark,Southwark-S3,59
2024-09-03,Southwark,Southwark-S1,25
2024-09-03,Southwark,Southwark-S2,32
2024-09-03,Southwark,Southwark-S3,76
2024-09-04,Southwark,Southwark-S1,1
2024-09-04,Southwark,Southwark-S2,69
2024-09-04,Southwark,Southwark-S3,67
2024-09-05,Southwark,Southwark-S1,30
2024-09-05,Southwark,Southwark-S2,95
2024-09-05,Southwark,Southwark-S3,38
2024-09-06,Southwark,Southwark-S1,71
2024-09-06,Southwark,Southwark-S2,50
2024-09-06,Southwark,Southwark-S3,11
2024-09-07,Southwark,Southwark-S1,48
2024-09-07,Southwark,Southwark-S2,29
2024-09-07,Southwark,Southwark-S3,26
2024-09-08,Southwark,Southwark-S1,59
2024-09-08,Southwark,Southwark-S2,22
2024-09-08,Southwark,Southwark-S3,38
2024-09-09,Southwark,Southwark-S1,55
2024-09-09,Southwark,Southwark-S2,21
2024-09-09,Southwark,Southwark-S3,49
2024-09-10,Southwark,Southwark-S1,119
2024-09-10,Southwark,Southwark-S2,37
2024-09-10,Southwark,Southwark-S3,9
2024-09-11,Southwark,Southwark-S1,64
2024-09-11,Southwark,Southwark-S2,23
2024-09-11,Southwark,Southwark-S3,71
2024-09-12,Southwark,Southwark-S1,32
2024-09-12,Southwark,Southwark-S2,95
2024-09-12,Southwark,Southwark-S3,16
2024-09-13,Southwark,Southwark-S1,41
2024-09-13,Southwark,Southwark-S2,43
2024-09-13,Southwark,Southwark-S3,52
2024-09-14,Southwark,Southwark-S1,35
2024-09-14,Southwark,Southwark-S2,7
2024-09-14,Southwark,Southwark-S3,51
2024-09-15,Southwark,Southwark-S1,17
2024-09-15,Southwark,Southwark-S2,48
2024-09-15,Southwark,Southwark-S3,52
2024-09-16,Southwark,Southwark-S1,21
2024-09-16,Southwark,Southwark-S2,13
2024-09-16,Southwark,Southwark-S3,145
2024-09-17,Southwark,Southwark-S1,58
2024-09-17,Southwark,Southwark-S2,37
2024-09-17,Southwark,Southwark-S3,57
2024-09-18,Southwark,Southwark-S1,57
2024-09-18,Southwark,Southwark-S2,34
2024-09-18,Southwark,Southwark-S3,42
2024-09-19,Southwark,Southwark-S1,78
2024-09-19,Southwark,Southwark-S2,22
2024-09-19,Southwark,Southwark-S3,56
2024-09-20,Southwark,Southwark-S1,72
2024-09-20,Southwark,Southwark-S2,65
2024-09-20,Southwark,Southwark-S3,23
2024-09-21,Southwark,Southwark-S1,57
2024-09-21,Southwark,Southwark-S2,49
2024-09-21,Southwark,Southwark-S3,4
2024-09-22,Southwark,Southwark-S1,22
2024-09-22,Southwark,Southwark-S2,64
2024-09-22,Southwark,Southwark-S3,25
2024-09-23,Southwark,Southwark-S1,85
2024-09-23,Southwark,Southwark-S2,13
2024-09-23,Southwark,Southwark-S3,40
2024-09-24,Southwark,Southwark-S1,58
2024-09-24,Southwark,Southwark-S2,34
2024-09-24,Southwark,Southwark-S3,55
2024-09-25,Southwark,Southwark-S1,1
2024-09-25,Southwark,Southwark-S2,105
2024-09-25,Southwark,Southwark-S3,47
2024-09-26,Southwark,Southwark-S1,51
2024-09-26,Southwark,Southwark-S2,56
2024-09-26,Southwark,Southwark-S3,41
2024-09-27,Southwark,Southwark-S1,18
2024-09-27,Southwark,Southwark-S2,57
2024-09-27,Southwark,Southwark-S3,56
2024-09-28,Southwark,Southwark-S1,61
2024-09-28,Southwark,Southwark-S2,34
2024-09-28,Southwark,Southwark-S3,25
2024-09-29,Southwark,Southwark-S1,34
2024-09-29,Southwark,Southwark-S2,36
2024-09-29,Southwark,Southwark-S3,45
2024-09-30,Southwark,Southwark-S1,57
2024-09-30,Southwark,Southwark-S2,56
2024-09-30,Southwark,Southwark-S3,40
2024-10-01,Southwark,Southwark-S1,47
2024-10-01,Southwark,Southwark-S2,72
2024-10-01,Southwark,Southwark-S3,28
2024-10-02,Southwark,Southwark-S1,74
2024-10-02,Southwark,Southwark-S2,50
2024-10-02,Southwark,Southwark-S3,12
2024-10-03,Southwark,Southwark-S1,83
2024-10-03,Southwark,Southwark-S2,71
2024-10-03,Southwark,Southwark-S3,9
2024-10-04,Southwark,Southwark-S1,40
2024-10-04,Southwark,Southwark-S2,43
2024-10-04,Southwark,Southwark-S3,58
2024-10-05,Southwark,Southwark-S1,86
2024-10-05,Southwark,Southwark-S2,24
2024-10-05,Southwark,Southwark-S3,4
2024-10-06,Southwark,Southwark-S1,36
2024-10-06,Southwark,Southwark-S2,44
2024-10-06,Southwark,Southwark-S3,42
2024-10-07,Southwark,Southwark-S1,42
2024-10-07,Southwark,Southwark-S2,44
2024-10-07,Southwark,Southwark-S3,77
2024-10-08,Southwark,Southwark-S1,57
2024-10-08,Southwark,Southwark-S2,29
2024-10-08,Southwark,Southwark-S3,71
2024-10-09,Southwark,Southwark-S1,40
2024-10-09,Southwark,Southwark-S2,66
2024-10-09,Southwark,Southwark-S3,65
2024-10-10,Southwark,Southwark-S1,87
2024-10-10,Southwark,Southwark-S2,13
2024-10-10,Southwark,Southwark-S3,48
2024-10-11,Southwark,Southwark-S1,64
2024-10-11,Southwark,Southwark-S2,35
2024-10-11,Southwark,Southwark-S3,51
2024-10-12,Southwark,Southwark-S1,59
2024-10-12,Southwark,Southwark-S2,34
2024-10-12,Southwark,Southwark-S3,29
2024-10-13,Southwark,Southwark-S1,12
2024-10-13,Southwark,Southwark-S2,55
2024-10-13,Southwark,Southwark-S3,53
2024-10-14,Southwark,Southwark-S1,74
2024-10-14,Southwark,Southwark-S2,39
2024-10-14,Southwark,Southwark-S3,58
2024-10-15,Southwark,Southwark-S1,21
2024-10-15,Southwark,Southwark-S2,55
2024-10-15,Southwark,Southwark-S3,75
2024-10-16,Southwark,Southwark-S1,7
2024-10-16,Southwark,Southwark-S2,16
2024-10-16,Southwark,Southwark-S3,127
2024-10-17,Southwark,Southwark-S1,119
2024-10-17,Southwark,Southwark-S2,39
2024-10-17,Southwark,Southwark-S3,13
2024-10-18,Southwark,Southwark-S1,59
2024-10-18,Southwark,Southwark-S2,58
2024-10-18,Southwark,Southwark-S3,41
2024-10-19,Southwark,Southwark-S1,27
2024-10-19,Southwark,Southwark-S2,9
2024-10-19,Southwark,Southwark-S3,74
2024-10-20,Southwark,Southwark-S1,37
2024-10-20,Southwark,Southwark-S2,30
2024-10-20,Southwark,Southwark-S3,37
2024-10-21,Southwark,Southwark-S1,53
2024-10-21,Southwark,Southwark-S2,41
2024-10-21,Southwark,Southwark-S3,72
2024-10-22,Southwark,Southwark-S1,20
2024-10-22,Southwark,Southwark-S2,76
2024-10-22,Southwark,Southwark-S3,84
2024-10-23,Southwark,Southwark-S1,29
2024-10-23,Southwark,Southwark-S2,63
2024-10-23,Southwark,Southwark-S3,62
2024-10-24,Southwark,Southwark-S1,22
2024-10-24,Southwark,Southwark-S2,104
2024-10-24,Southwark,Southwark-S3,64
2024-10-25,Southwark,Southwark-S1,74
2024-10-25,Southwark,Southwark-S2,34
2024-10-25,Southwark,Southwark-S3,73
2024-10-26,Southwark,Southwark-S1,75
2024-10-26,Southwark,Southwark-S2,29
2024-10-26,Southwark,Southwark-S3,11
2024-10-27,Southwark,Southwark-S1,50
2024-10-27,Southwark,Southwark-S2,54
2024-10-27,Southwark,Southwark-S3,17
2024-10-28,Southwark,Southwark-S1,27
2024-10-28,Southwark,Southwark-S2,17
2024-10-28,Southwark,Southwark-S3,101
2024-10-29,Southwark,Southwark-S1,36
2024-10-29,Southwark,Southwark-S2,2
2024-10-29,Southwark,Southwark-S3,141
2024-10-30,Southwark,Southwark-S1,62
2024-10-30,Southwark,Southwark-S2,36
2024-10-30,Southwark,Southwark-S3,62
2024-10-31,Southwark,Southwark-S1,61
2024-10-31,Southwark,Southwark-S2,30
2024-10-31,Southwark,Southwark-S3,58
2024-11-01,Southwark,Southwark-S1,132
2024-11-01,Southwark,Southwark-S2,2
2024-11-01,Southwark,Southwark-S3,31
2024-11-02,Southwark,Southwark-S1,74
2024-11-02,Southwark,Southwark-S2,33
2024-11-02,Southwark,Southwark-S3,28
2024-11-03,Southwark,Southwark-S1,81
2024-11-03,Southwark,Southwark-S2,14
2024-11-03,Southwark,Southwark-S3,20
2024-11-04,Southwark,Southwark-S1,84
2024-11-04,Southwark,Southwark-S2,28
2024-11-04,Southwark,Southwark-S3,64
2024-11-05,Southwark,Southwark-S1,109
2024-11-05,Southwark,Southwark-S2,33
2024-11-05,Southwark,Southwark-S3,37
2024-11-06,Southwark,Southwark-S1,42
2024-11-06,Southwark,Southwark-S2,65
2024-11-06,Southwark,Southwark-S3,46
2024-11-07,Southwark,Southwark-S1,15
2024-11-07,Southwark,Southwark-S2,76
2024-11-07,Southwark,Southwark-S3,72
2024-11-08,Southwark,Southwark-S1,70
2024-11-08,Southwark,Southwark-S2,25
2024-11-08,Southwark,Southwark-S3,78
2024-11-09,Southwark,Southwark-S1,38
2024-11-09,Southwark,Southwark-S2,22
2024-11-09,Southwark,Southwark-S3,62
2024-11-10,Southwark,Southwark-S1,29
2024-11-10,Southwark,Southwark-S2,48
2024-11-10,Southwark,Southwark-S3,68
2024-11-11,Southwark,Southwark-S1,114
2024-11-11,Southwark,Southwark-S2,28
2024-11-11,Southwark,Southwark-S3,20
2024-11-12,Southwark,Southwark-S1,70
2024-11-12,Southwark,Southwark-S2,61
2024-11-12,Southwark,Southwark-S3,19
2024-11-13,Southwark,Southwark-S1,81
2024-11-13,Southwark,Southwark-S2,74
2024-11-13,Southwark,Southwark-S3,25
2024-11-14,Southwark,Southwark-S1,84
2024-11-14,Southwark,Southwark-S2,30
2024-11-14,Southwark,Southwark-S3,45
2024-11-15,Southwark,Southwark-S1,60
2024-11-15,Southwark,Southwark-S2,19
2024-11-15,Southwark,Southwark-S3,60
2024-11-16,Southwark,Southwark-S1,82
2024-11-16,Southwark,Southwark-S2,12
2024-11-16,Southwark,Southwark-S3,44
2024-11-17,Southwark,Southwark-S1,28
2024-11-17,Southwark,Southwark-S2,42
2024-11-17,Southwark,Southwark-S3,41
2024-11-18,Southwark,Southwark-S1,35
2024-11-18,Southwark,Southwark-S2,125
2024-11-18,Southwark,Southwark-S3,20
2024-11-19,Southwark,Southwark-S1,46
2024-11-19,Southwark,Southwark-S2,94
2024-11-19,Southwark,Southwark-S3,13
2024-11-20,Southwark,Southwark-S1,66
2024-11-20,Southwark,Southwark-S2,61
2024-11-20,Southwark,Southwark-S3,35
2024-11-21,Southwark,Southwark-S1,53
2024-11-21,Southwark,Southwark-S2,95
2024-11-21,Southwark,Southwark-S3,5
2024-11-22,Southwark,Southwark-S1,30
2024-11-22,Southwark,Southwark-S2,63
2024-11-22,Southwark,Southwark-S3,75
2024-11-23,Southwark,Southwark-S1,84
2024-11-23,Southwark,Southwark-S2,13
2024-11-23,Southwark,Southwark-S3,26
2024-11-24,Southwark,Southwark-S1,46
2024-11-24,Southwark,Southwark-S2,44
2024-11-24,Southwark,Southwark-S3,37
2024-11-25,Southwark,Southwark-S1,36
2024-11-25,Southwark,Southwark-S2,13
2024-11-25,Southwark,Southwark-S3,107
2024-11-26,Southwark,Southwark-S1,19
2024-11-26,Southwark,Southwark-S2,62
2024-11-26,Southwark,Southwark-S3,66
2024-11-27,Southwark,Southwark-S1,47
2024-11-27,Southwark,Southwark-S2,91
2024-11-27,Southwark,Southwark-S3,30
2024-11-28,Southwark,Southwark-S1,98
2024-11-28,Southwark,Southwark-S2,70
2024-11-28,Southwark,Southwark-S3,21
2024-11-29,Southwark,Southwark-S1,66
2024-11-29,Southwark,Southwark-S2,77
2024-11-29,Southwark,Southwark-S3,48
2024-11-30,Southwark,Southwark-S1,41
2024-11-30,Southwark,Southwark-S2,42
2024-11-30,Southwark,Southwark-S3,42
2024-12-01,Southwark,Southwark-S1,34
2024-12-01,Southwark,Southwark-S2,55
2024-12-01,Southwark,Southwark-S3,41
2024-12-02,Southwark,Southwark-S1,55
2024-12-02,Southwark,Southwark-S2,22
2024-12-02,Southwark,Southwark-S3,120
2024-12-03,Southwark,Southwark-S1,83
2024-12-03,Southwark,Southwark-S2,48
2024-12-03,Southwark,Southwark-S3,49
2024-12-04,Southwark,Southwark-S1,64
2024-12-04,Southwark,Southwark-S2,1
2024-12-04,Southwark,Southwark-S3,116
2024-12-05,Southwark,Southwark-S1,72
2024-12-05,Southwark,Southwark-S2,2
2024-12-05,Southwark,Southwark-S3,77
2024-12-06,Southwark,Southwark-S1,17
2024-12-06,Southwark,Southwark-S2,69
2024-12-06,Southwark,Southwark-S3,75
2024-12-07,Southwark,Southwark-S1,54
2024-12-07,Southwark,Southwark-S2,25
2024-12-07,Southwark,Southwark-S3,51
2024-12-08,Southwark,Southwark-S1,70
2024-12-08,Southwark,Southwark-S2,23
2024-12-08,Southwark,Southwark-S3,30
2024-12-09,Southwark,Southwark-S1,4
2024-12-09,Southwark,Southwark-S2,49
2024-12-09,Southwark,Southwark-S3,108
2024-12-10,Southwark,Southwark-S1,106
2024-12-10,Southwark,Southwark-S2,15
2024-12-10,Southwark,Southwark-S3,39
2024-12-11,Southwark,Southwark-S1,14
2024-12-11,Southwark,Southwark-S2,59
2024-12-11,Southwark,Southwark-S3,71
2024-12-12,Southwark,Southwark-S1,14
2024-12-12,Southwark,Southwark-S2,114
2024-12-12,Southwark,Southwark-S3,34
2024-12-13,Southwark,Southwark-S1,101
2024-12-13,Southwark,Southwark-S2,26
2024-12-13,Southwark,Southwark-S3,36
2024-12-14,Southwark,Southwark-S1,9
2024-12-14,Southwark,Southwark-S2,56
2024-12-14,Southwark,Southwark-S3,82
2024-12-15,Southwark,Southwark-S1,44
2024-12-15,Southwark,Southwark-S2,52
2024-12-15,Southwark,Southwark-S3,41
2024-12-16,Southwark,Southwark-S1,136
2024-12-16,Southwark,Southwark-S2,23
2024-12-16,Southwark,Southwark-S3,12
2024-12-17,Southwark,Southwark-S1,8
2024-12-17,Southwark,Southwark-S2,9
2024-12-17,Southwark,Southwark-S3,125
2024-12-18,Southwark,Southwark-S1,14
2024-12-18,Southwark,Southwark-S2,34
2024-12-18,Southwark,Southwark-S3,127
2024-12-19,Southwark,Southwark-S1,55
2024-12-19,Southwark,Southwark-S2,49
2024-12-19,Southwark,Southwark-S3,55
2024-12-20,Southwark,Southwark-S1,49
2024-12-20,Southwark,Southwark-S2,73
2024-12-20,Southwark,Southwark-S3,37
2024-12-21,Southwark,Southwark-S1,38
2024-12-21,Southwark,Southwark-S2,46
2024-12-21,Southwark,Southwark-S3,34
2024-12-22,Southwark,Southwark-S1,91
2024-12-22,Southwark,Southwark-S2,24
2024-12-22,Southwark,Southwark-S3,29
2024-12-23,Southwark,Southwark-S1,37
2024-12-23,Southwark,Southwark-S2,44
2024-12-23,Southwark,Southwark-S3,85
2024-12-24,Southwark,Southwark-S1,86
2024-12-24,Southwark,Southwark-S2,64
2024-12-24,Southwark,Southwark-S3,23
2024-12-25,Southwark,Southwark-S1,26
2024-12-25,Southwark,Southwark-S2,68
2024-12-25,Southwark,Southwark-S3,54
2024-12-26,Southwark,Southwark-S1,36
2024-12-26,Southwark,Southwark-S2,23
2024-12-26,Southwark,Southwark-S3,99
2024-12-27,Southwark,Southwark-S1,98
2024-12-27,Southwark,Southwark-S2,32
2024-12-27,Southwark,Southwark-S3,51
2024-12-28,Southwark,Southwark-S1,45
2024-12-28,Southwark,Southwark-S2,30
2024-12-28,Southwark,Southwark-S3,61
2024-12-29,Southwark,Southwark-S1,10
2024-12-29,Southwark,Southwark-S2,68
2024-12-29,Southwark,Southwark-S3,24
2024-12-30,Southwark,Southwark-S1,56
2024-12-30,Southwark,Southwark-S2,21
2024-12-30,Southwark,Southwark-S3,79
2024-12-31,Southwark,Southwark-S1,6
2024-12-31,Southwark,Southwark-S2,61
2024-12-31,Southwark,Southwark-S3,108
2025-01-01,Southwark,Southwark-S1,36
2025-01-01,Southwark,Southwark-S2,64
2025-01-01,Southwark,Southwark-S3,72
2025-01-02,Southwark,Southwark-S1,9
2025-01-02,Southwark,Southwark-S2,62
2025-01-02,Southwark,Southwark-S3,87
2025-01-03,Southwark,Southwark-S1,94
2025-01-03,Southwark,Southwark-S2,18
2025-01-03,Southwark,Southwark-S3,64
2025-01-04,Southwark,Southwark-S1,16
2025-01-04,Southwark,Southwark-S2,75
2025-01-04,Southwark,Southwark-S3,28
2025-01-05,Southwark,Southwark-S1,17
2025-01-05,Southwark,Southwark-S2,50
2025-01-05,Southwark,Southwark-S3,55
2025-01-06,Southwark,Southwark-S1,38
2025-01-06,Southwark,Southwark-S2,56
2025-01-06,Southwark,Southwark-S3,78
2025-01-07,Southwark,Southwark-S1,64
2025-01-07,Southwark,Southwark-S2,66
2025-01-07,Southwark,Southwark-S3,33
2025-01-08,Southwark,Southwark-S1,53
2025-01-08,Southwark,Southwark-S2,11
2025-01-08,Southwark,Southwark-S3,95
2025-01-09,Southwark,Southwark-S1,75
2025-01-09,Southwark,Southwark-S2,40
2025-01-09,Southwark,Southwark-S3,42
2025-01-10,Southwark,Southwark-S1,12
2025-01-10,Southwark,Southwark-S2,61
2025-01-10,Southwark,Southwark-S3,89
2025-01-11,Southwark,Southwark-S1,49
2025-01-11,Southwark,Southwark-S2,33
2025-01-11,Southwark,Southwark-S3,34
2025-01-12,Southwark,Southwark-S1,62
2025-01-12,Southwark,Southwark-S2,40
2025-01-12,Southwark,Southwark-S3,3
2025-01-13,Southwark,Southwark-S1,70
2025-01-13,Southwark,Southwark-S2,31
2025-01-13,Southwark,Southwark-S3,77
2025-01-14,Southwark,Southwark-S1,42
2025-01-14,Southwark,Southwark-S2,69
2025-01-14,Southwark,Southwark-S3,47
2025-01-15,Southwark,Southwark-S1,21
2025-01-15,Southwark,Southwark-S2,86
2025-01-15,Southwark,Southwark-S3,58
2025-01-16,Southwark,Southwark-S1,48
2025-01-16,Southwark,Southwark-S2,15
2025-01-16,Southwark,Southwark-S3,107
2025-01-17,Southwark,Southwark-S1,100
2025-01-17,Southwark,Southwark-S2,47
2025-01-17,Southwark,Southwark-S3,19
2025-01-18,Southwark,Southwark-S1,5
2025-01-18,Southwark,Southwark-S2,23
2025-01-18,Southwark,Southwark-S3,82
2025-01-19,Southwark,Southwark-S1,62
2025-01-19,Southwark,Southwark-S2,27
2025-01-19,Southwark,Southwark-S3,33
2025-01-20,Southwark,Southwark-S1,113
2025-01-20,Southwark,Southwark-S2,4
2025-01-20,Southwark,Southwark-S3,42
2025-01-21,Southwark,Southwark-S1,49
2025-01-21,Southwark,Southwark-S2,27
2025-01-21,Southwark,Southwark-S3,51
2025-01-22,Southwark,Southwark-S1,9
2025-01-22,Southwark,Southwark-S2,70
2025-01-22,Southwark,Southwark-S3,68
2025-01-23,Southwark,Southwark-S1,64
2025-01-23,Southwark,Southwark-S2,50
2025-01-23,Southwark,Southwark-S3,37
2025-01-24,Southwark,Southwark-S1,47
2025-01-24,Southwark,Southwark-S2,54
2025-01-24,Southwark,Southwark-S3,56
2025-01-25,Southwark,Southwark-S1,41
2025-01-25,Southwark,Southwark-S2,23
2025-01-25,Southwark,Southwark-S3,41
2025-01-26,Southwark,Southwark-S1,1
2025-01-26,Southwark,Southwark-S2,60
2025-01-26,Southwark,Southwark-S3,39
2025-01-27,Southwark,Southwark-S1,87
2025-01-27,Southwark,Southwark-S2,74
2025-01-27,Southwark,Southwark-S3,3
2025-01-28,Southwark,Southwark-S1,20
2025-01-28,Southwark,Southwark-S2,76
2025-01-28,Southwark,Southwark-S3,86
2025-01-29,Southwark,Southwark-S1,55
2025-01-29,Southwark,Southwark-S2,69
2025-01-29,Southwark,Southwark-S3,50
2025-01-30,Southwark,Southwark-S1,50
2025-01-30,Southwark,Southwark-S2,38
2025-01-30,Southwark,Southwark-S3,68
2025-01-31,Southwark,Southwark-S1,79
2025-01-31,Southwark,Southwark-S2,36
2025-01-31,Southwark,Southwark-S3,50
2025-02-01,Southwark,Southwark-S1,14
2025-02-01,Southwark,Southwark-S2,57
2025-02-01,Southwark,Southwark-S3,47
2025-02-02,Southwark,Southwark-S1,16
2025-02-02,Southwark,Southwark-S2,39
2025-02-02,Southwark,Southwark-S3,43
2025-02-03,Southwark,Southwark-S1,34
2025-02-03,Southwark,Southwark-S2,22
2025-02-03,Southwark,Southwark-S3,97
2025-02-04,Southwark,Southwark-S1,48
2025-02-04,Southwark,Southwark-S2,74
2025-02-04,Southwark,Southwark-S3,29
2025-02-05,Southwark,Southwark-S1,69
2025-02-05,Southwark,Southwark-S2,69
2025-02-05,Southwark,Southwark-S3,22
2025-02-06,Southwark,Southwark-S1,71
2025-02-06,Southwark,Southwark-S2,48
2025-02-06,Southwark,Southwark-S3,48
2025-02-07,Southwark,Southwark-S1,30
2025-02-07,Southwark,Southwark-S2,66
2025-02-07,Southwark,Southwark-S3,84
2025-02-08,Southwark,Southwark-S1,47
2025-02-08,Southwark,Southwark-S2,53
2025-02-08,Southwark,Southwark-S3,9
2025-02-09,Southwark,Southwark-S1,11
2025-02-09,Southwark,Southwark-S2,43
2025-02-09,Southwark,Southwark-S3,49
2025-02-10,Southwark,Southwark-S1,70
2025-02-10,Southwark,Southwark-S2,15
2025-02-10,Southwark,Southwark-S3,62
2025-02-11,Southwark,Southwark-S1,122
2025-02-11,Southwark,Southwark-S2,22
2025-02-11,Southwark,Southwark-S3,9
2025-02-12,Southwark,Southwark-S1,85
2025-02-12,Southwark,Southwark-S2,30
2025-02-12,Southwark,Southwark-S3,49
2025-02-13,Southwark,Southwark-S1,35
2025-02-13,Southwark,Southwark-S2,92
2025-02-13,Southwark,Southwark-S3,27
2025-02-14,Southwark,Southwark-S1,73
2025-02-14,Southwark,Southwark-S2,35
2025-02-14,Southwark,Southwark-S3,37
2025-02-15,Southwark,Southwark-S1,49
2025-02-15,Southwark,Southwark-S2,41
2025-02-15,Southwark,Southwark-S3,22
2025-02-16,Southwark,Southwark-S1,35
2025-02-16,Southwark,Southwark-S2,9
2025-02-16,Southwark,Southwark-S3,67
2025-02-17,Southwark,Southwark-S1,1
2025-02-17,Southwark,Southwark-S2,33
2025-02-17,Southwark,Southwark-S3,121
2025-02-18,Southwark,Southwark-S1,29
2025-02-18,Southwark,Southwark-S2,98
2025-02-18,Southwark,Southwark-S3,1
2025-02-19,Southwark,Southwark-S1,10
2025-02-19,Southwark,Southwark-S2,77
2025-02-19,Southwark,Southwark-S3,58
2025-02-20,Southwark,Southwark-S1,7
2025-02-20,Southwark,Southwark-S2,70
2025-02-20,Southwark,Southwark-S3,81
2025-02-21,Southwark,Southwark-S1,72
2025-02-21,Southwark,Southwark-S2,50
2025-02-21,Southwark,Southwark-S3,46
2025-02-22,Southwark,Southwark-S1,11
2025-02-22,Southwark,Southwark-S2,80
2025-02-22,Southwark,Southwark-S3,19
2025-02-23,Southwark,Southwark-S1,33
2025-02-23,Southwark,Southwark-S2,37
2025-02-23,Southwark,Southwark-S3,53
2025-02-24,Southwark,Southwark-S1,70
2025-02-24,Southwark,Southwark-S2,16
2025-02-24,Southwark,Southwark-S3,80
2025-02-25,Southwark,Southwark-S1,1
2025-02-25,Southwark,Southwark-S2,122
2025-02-25,Southwark,Southwark-S3,24
2025-02-26,Southwark,Southwark-S1,73
2025-02-26,Southwark,Southwark-S2,51
2025-02-26,Southwark,Southwark-S3,18
2025-02-27,Southwark,Southwark-S1,10
2025-02-27,Southwark,Southwark-S2,26
2025-02-27,Southwark,Southwark-S3,105
2025-02-28,Southwark,Southwark-S1,55
2025-02-28,Southwark,Southwark-S2,20
2025-02-28,Southwark,Southwark-S3,72
2025-03-01,Southwark,Southwark-S1,13
2025-03-01,Southwark,Southwark-S2,64
2025-03-01,Southwark,Southwark-S3,39
2025-03-02,Southwark,Southwark-S1,24
2025-03-02,Southwark,Southwark-S2,24
2025-03-02,Southwark,Southwark-S3,46
2025-03-03,Southwark,Southwark-S1,65
2025-03-03,Southwark,Southwark-S2,51
2025-03-03,Southwark,Southwark-S3,46
2025-03-04,Southwark,Southwark-S1,73
2025-03-04,Southwark,Southwark-S2,47
2025-03-04,Southwark,Southwark-S3,16
2025-03-05,Southwark,Southwark-S1,66
2025-03-05,Southwark,Southwark-S2,36
2025-03-05,Southwark,Southwark-S3,21
2025-03-06,Southwark,Southwark-S1,93
2025-03-06,Southwark,Southwark-S2,55
2025-03-06,Southwark,Southwark-S3,1
2025-03-07,Southwark,Southwark-S1,40
2025-03-07,Southwark,Southwark-S2,57
2025-03-07,Southwark,Southwark-S3,47
2025-03-08,Southwark,Southwark-S1,42
2025-03-08,Southwark,Southwark-S2,14
2025-03-08,Southwark,Southwark-S3,43
2025-03-09,Southwark,Southwark-S1,44
2025-03-09,Southwark,Southwark-S2,33
2025-03-09,Southwark,Southwark-S3,30
2025-03-10,Southwark,Southwark-S1,20
2025-03-10,Southwark,Southwark-S2,58
2025-03-10,Southwark,Southwark-S3,82
2025-03-11,Southwark,Southwark-S1,38
2025-03-11,Southwark,Southwark-S2,14
2025-03-11,Southwark,Southwark-S3,104
2025-03-12,Southwark,Southwark-S1,42
2025-03-12,Southwark,Southwark-S2,50
2025-03-12,Southwark,Southwark-S3,39
2025-03-13,Southwark,Southwark-S1,98
2025-03-13,Southwark,Southwark-S2,31
2025-03-13,Southwark,Southwark-S3,4
2025-03-14,Southwark,Southwark-S1,77
2025-03-14,Southwark,Southwark-S2,41
2025-03-14,Southwark,Southwark-S3,22
2025-03-15,Southwark,Southwark-S1,3
2025-03-15,Southwark,Southwark-S2,48
2025-03-15,Southwark,Southwark-S3,52
2025-03-16,Southwark,Southwark-S1,23
2025-03-16,Southwark,Southwark-S2,51
2025-03-16,Southwark,Southwark-S3,24
2025-03-17,Southwark,Southwark-S1,47
2025-03-17,Southwark,Southwark-S2,49
2025-03-17,Southwark,Southwark-S3,40
2025-03-18,Southwark,Southwark-S1,28
2025-03-18,Southwark,Southwark-S2,41
2025-03-18,Southwark,Southwark-S3,59
2025-03-19,Southwark,Southwark-S1,21
2025-03-19,Southwark,Southwark-S2,53
2025-03-19,Southwark,Southwark-S3,60
2025-03-20,Southwark,Southwark-S1,84
