date,borough,mode,rides
2025-07-24,Hackney,Tube,90
2025-07-25,Hackney,Tube,71
2025-07-26,Hackney,Tube,50
2025-07-27,Hackney,Tube,62
2025-07-28,Hackney,Tube,76
2025-07-29,Hackney,Tube,88
2025-07-30,Hackney,Tube,76
2025-07-31,Hackney,Tube,79
2025-08-01,Hackney,Tube,72
2025-08-02,Hackney,Tube,63
2025-08-03,Hackney,Tube,56
2025-08-04,Hackney,Tube,83
2025-08-05,Hackney,Tube,78
2025-08-06,Hackney,Tube,68
2025-08-07,Hackney,Tube,74
2025-08-08,Hackney,Tube,76
2025-08-09,Hackney,Tube,60
2025-08-10,Hackney,Tube,67
2025-08-11,Hackney,Tube,92
2025-08-12,Hackney,Tube,81
2025-08-13,Hackney,Tube,76
2025-08-14,Hackney,Tube,67
2025-08-15,Hackney,Tube,83
2025-08-16,Hackney,Tube,58
2025-08-17,Hackney,Tube,62
2025-08-18,Hackney,Tube,89
2025-08-19,Hackney,Tube,91
2025-08-20,Hackney,Tube,73
2025-08-21,Hackney,Tube,79
2025-08-22,Hackney,Tube,76
2025-08-23,Hackney,Tube,56
2025-08-24,Hackney,Tube,56
2025-08-25,Hackney,Tube,80
2025-08-26,Hackney,Tube,77
2025-08-27,Hackney,Tube,94
2025-08-28,Hackney,Tube,98
2025-08-29,Hackney,Tube,74
2025-08-30,Hackney,Tube,68
2025-08-31,Hackney,Tube,65
2024-09-01,Hackney,Bus,43
2024-09-02,Hackney,Bus,64
2024-09-03,Hackney,Bus,68
2024-09-04,Hackney,Bus,61
2024-09-05,Hackney,Bus,62
2024-09-06,Hackney,Bus,61
2024-09-07,Hackney,Bus,38
2024-09-08,Hackney,Bus,50
2024-09-09,Hackney,Bus,65
2024-09-10,Hackney,Bus,61
2024-09-11,Hackney,Bus,56
2024-09-12,Hackney,Bus,55
2024-09-13,Hackney,Bus,62
2024-09-14,Hackney,Bus,42
2024-09-15,Hackney,Bus,45
2024-09-16,Hackney,Bus,65
2024-09-17,Hackney,Bus,66
2024-09-18,Hackney,Bus,60
2024-09-19,Hackney,Bus,64
2024-09-20,Hackney,Bus,63
2024-09-21,Hackney,Bus,49
2024-09-22,Hackney,Bus,46
2024-09-23,Hackney,Bus,64
2024-09-24,Hackney,Bus,63
2024-09-25,Hackney,Bus,57
2024-09-26,Hackney,Bus,69
2024-09-27,Hackney,Bus,63
2024-09-28,Hackney,Bus,48
2024-09-29,Hackney,Bus,49
2024-09-30,Hackney,Bus,65
2024-10-01,Hackney,Bus,59
2024-10-02,Hackney,Bus,68
2024-10-03,Hackney,Bus,68
2024-10-04,Hackney,Bus,65
2024-10-05,Hackney,Bus,44
2024-10-06,Hackney,Bus,50
2024-10-07,Hackney,Bus,67
2024-10-08,Hackney,Bus,64
2024-10-09,Hackney,Bus,73
2024-10-10,Hackney,Bus,60
2024-10-11,Hackney,Bus,62
2024-10-12,Hackney,Bus,59
2024-10-13,Hackney,Bus,46
2024-10-14,Hackney,Bus,71
2024-10-15,Hackney,Bus,65
2024-10-16,Hackney,Bus,71
2024-10-17,Hackney,Bus,71
2024-10-18,Hackney,Bus,72
2024-10-19,Hackney,Bus,44
2024-10-20,Hackney,Bus,48
2024-10-21,Hackney,Bus,68
2024-10-22,Hackney,Bus,75
2024-10-23,Hackney,Bus,77
2024-10-24,Hackney,Bus,63
2024-10-25,Hackney,Bus,80
2024-10-26,Hackney,Bus,53
2024-10-27,Hackney,Bus,53
2024-10-28,Hackney,Bus,60
2024-10-29,Hackney,Bus,73
2024-10-30,Hackney,Bus,73
2024-10-31,Hackney,Bus,77
2024-11-01,Hackney,Bus,68
2024-11-02,Hackney,Bus,59
2024-11-03,Hackney,Bus,50
2024-11-04,Hackney,Bus,74
2024-11-05,Hackney,Bus,73
2024-11-06,Hackney,Bus,71
2024-11-07,Hackney,Bus,72
2024-11-08,Hackney,Bus,74
2024-11-09,Hackney,Bus,53
2024-11-10,Hackney,Bus,52
2024-11-11,Hackney,Bus,75
2024-11-12,Hackney,Bus,62
2024-11-13,Hackney,Bus,76
2024-11-14,Hackney,Bus,69
2024-11-15,Hackney,Bus,77
2024-11-16,Hackney,Bus,53
2024-11-17,Hackney,Bus,52
2024-11-18,Hackney,Bus,75
2024-11-19,Hackney,Bus,73
2024-11-20,Hackney,Bus,71
2024-11-21,Hackney,Bus,77
2024-11-22,Hackney,Bus,79
2024-11-23,Hackney,Bus,48
2024-11-24,Hackney,Bus,55
2024-11-25,Hackney,Bus,71
2024-11-26,Hackney,Bus,65
2024-11-27,Hackney,Bus,70
2024-11-28,Hackney,Bus,70
2024-11-29,Hackney,Bus,66
2024-11-30,Hackney,Bus,50
2024-12-01,Hackney,Bus,50
2024-12-02,Hackney,Bus,73
2024-12-03,Hackney,Bus,74
2024-12-04,Hackney,Bus,68
2024-12-05,Hackney,Bus,72
2024-12-06,Hackney,Bus,75
2024-12-07,Hackney,Bus,53
2024-12-08,Hackney,Bus,56
2024-12-09,Hackney,Bus,73
2024-12-10,Hackney,Bus,68
2024-12-11,Hackney,Bus,66
2024-12-12,Hackney,Bus,70
2024-12-13,Hackney,Bus,67
2024-12-14,Hackney,Bus,53
2024-12-15,Hackney,Bus,49
2024-12-16,Hackney,Bus,68
2024-12-17,Hackney,Bus,66
2024-12-18,Hackney,Bus,67
2024-12-19,Hackney,Bus,68
2024-12-20,Hackney,Bus,66
2024-12-21,Hackney,Bus,45
2024-12-22,Hackney,Bus,51
2024-12-23,Hackney,Bus,66
2024-12-24,Hackney,Bus,67
2024-12-25,Hackney,Bus,75
2024-12-26,Hackney,Bus,64
2024-12-27,Hackney,Bus,64
2024-12-28,Hackney,Bus,51
2024-12-29,Hackney,Bus,52
2024-12-30,Hackney,Bus,71
2024-12-31,Hackney,Bus,65
2025-01-01,Hackney,Bus,71
2025-01-02,Hackney,Bus,60
2025-01-03,Hackney,Bus,66
2025-01-04,Hackney,Bus,49
2025-01-05,Hackney,Bus,41
2025-01-06,Hackney,Bus,74
2025-01-07,Hackney,Bus,68
2025-01-08,Hackney,Bus,65
2025-01-09,Hackney,Bus,62
2025-01-10,Hackney,Bus,66
2025-01-11,Hackney,Bus,44
2025-01-12,Hackney,Bus,52
2025-01-13,Hackney,Bus,66
2025-01-14,Hackney,Bus,73
2025-01-15,Hackney,Bus,69
2025-01-16,Hackney,Bus,57
2025-01-17,Hackney,Bus,65
2025-01-18,Hackney,Bus,51
2025-01-19,Hackney,Bus,44
2025-01-20,Hackney,Bus,66
2025-01-21,Hackney,Bus,57
2025-01-22,Hackney,Bus,68
2025-01-23,Hackney,Bus,61
2025-01-24,Hackney,Bus,66
2025-01-25,Hackney,Bus,42
2025-01-26,Hackney,Bus,47
2025-01-27,Hackney,Bus,64
2025-01-28,Hackney,Bus,66
2025-01-29,Hackney,Bus,63
2025-01-30,Hackney,Bus,53
2025-01-31,Hackney,Bus,60
2025-02-01,Hackney,Bus,47
2025-02-02,Hackney,Bus,43
2025-02-03,Hackney,Bus,63
2025-02-04,Hackney,Bus,66
2025-02-05,Hackney,Bus,62
2025-02-06,Hackney,Bus,69
2025-02-07,Hackney,Bus,69
2025-02-08,Hackney,Bus,42
2025-02-09,Hackney,Bus,49
2025-02-10,Hackney,Bus,56
2025-02-11,Hackney,Bus,50
2025-02-12,Hackney,Bus,64
2025-02-13,Hackney,Bus,64
2025-02-14,Hackney,Bus,50
2025-02-15,Hackney,Bus,50
2025-02-16,Hackney,Bus,45
2025-02-17,Hackney,Bus,63
2025-02-18,Hackney,Bus,60
2025-02-19,Hackney,Bus,66
2025-02-20,Hackney,Bus,62
2025-02-21,Hackney,Bus,66
2025-02-22,Hackney,Bus,49
2025-02-23,Hackney,Bus,42
2025-02-24,Hackney,Bus,57
2025-02-25,Hackney,Bus,64
2025-02-26,Hackney,Bus,58
2025-02-27,Hackney,Bus,55
2025-02-28,Hackney,Bus,66
2025-03-01,Hackney,Bus,43
2025-03-02,Hackney,Bus,37
2025-03-03,Hackney,Bus,56
2025-03-04,Hackney,Bus,68
2025-03-05,Hackney,Bus,53
2025-03-06,Hackney,Bus,53
2025-03-07,Hackney,Bus,46
2025-03-08,Hackney,Bus,37
2025-03-09,Hackney,Bus,42
2025-03-10,Hackney,Bus,61
2025-03-11,Hackney,Bus,62
2025-03-12,Hackney,Bus,52
2025-03-13,Hackney,Bus,54
2025-03-14,Hackney,Bus,53
2025-03-15,Hackney,Bus,34
2025-03-16,Hackney,Bus,43
2025-03-17,Hackney,Bus,59
2025-03-18,Hackney,Bus,54
2025-03-19,Hackney,Bus,51
2025-03-20,Hackney,Bus,61
2025-03-21,Hackney,Bus,54
2025-03-22,Hackney,Bus,40
2025-03-23,Hackney,Bus,38
2025-03-24,Hackney,Bus,54
2025-03-25,Hackney,Bus,50
2025-03-26,Hackney,Bus,52
2025-03-27,Hackney,Bus,46
2025-03-28,Hackney,Bus,51
2025-03-29,Hackney,Bus,42
2025-03-30,Hackney,Bus,33
2025-03-31,Hackney,Bus,52
2025-04-01,Hackney,Bus,59
2025-04-02,Hackney,Bus,57
2025-04-03,Hackney,Bus,49
2025-04-04,Hackney,Bus,58
2025-04-05,Hackney,Bus,31
2025-04-06,Hackney,Bus,47
2025-04-07,Hackney,Bus,57
2025-04-08,Hackney,Bus,46
2025-04-09,Hackney,Bus,51
2025-04-10,Hackney,Bus,46
2025-04-11,Hackney,Bus,48
2025-04-12,Hackney,Bus,34
2025-04-13,Hackney,Bus,37
2025-04-14,Hackney,Bus,46
2025-04-15,Hackney,Bus,50
2025-04-16,Hackney,Bus,42
2025-04-17,Hackney,Bus,48
2025-04-18,Hackney,Bus,47
2025-04-19,Hackney,Bus,37
2025-04-20,Hackney,Bus,36
2025-04-21,Hackney,Bus,42
2025-04-22,Hackney,Bus,48
2025-04-23,Hackney,Bus,54
2025-04-24,Hackney,Bus,49
2025-04-25,Hackney,Bus,53
2025-04-26,Hackney,Bus,39
2025-04-27,Hackney,Bus,37
2025-04-28,Hackney,Bus,42
2025-04-29,Hackney,Bus,51
2025-04-30,Hackney,Bus,43
2025-05-01,Hackney,Bus,48
2025-05-02,Hackney,Bus,52
2025-05-03,Hackney,Bus,39
2025-05-04,Hackney,Bus,35
2025-05-05,Hackney,Bus,54
2025-05-06,Hackney,Bus,46
2025-05-07,Hackney,Bus,51
2025-05-08,Hackney,Bus,52
2025-05-09,Hackney,Bus,48
2025-05-10,Hackney,Bus,30
2025-05-11,Hackney,Bus,41
2025-05-12,Hackney,Bus,44
2025-05-13,Hackney,Bus,46
2025-05-14,Hackney,Bus,45
2025-05-15,Hackney,Bus,47
2025-05-16,Hackney,Bus,52
2025-05-17,Hackney,Bus,39
2025-05-18,Hackney,Bus,37
2025-05-19,Hackney,Bus,50
2025-05-20,Hackney,Bus,42
2025-05-21,Hackney,Bus,48
2025-05-22,Hackney,Bus,44
2025-05-23,Hackney,Bus,43
2025-05-24,Hackney,Bus,34
2025-05-25,Hackney,Bus,35
2025-05-26,Hackney,Bus,44
2025-05-27,Hackney,Bus,43
2025-05-28,Hackney,Bus,46
2025-05-29,Hackney,Bus,51
2025-05-30,Hackney,Bus,47
2025-05-31,Hackney,Bus,35
2025-06-01,Hackney,Bus,38
2025-06-02,Hackney,Bus,55
2025-06-03,Hackney,Bus,44
2025-06-04,Hackney,Bus,50
2025-06-05,Hackney,Bus,57
2025-06-06,Hackney,Bus,42
2025-06-07,Hackney,Bus,34
2025-06-08,Hackney,Bus,39
2025-06-09,Hackney,Bus,45
2025-06-10,Hackney,Bus,52
2025-06-11,Hackney,Bus,44
2025-06-12,Hackney,Bus,45
2025-06-13,Hackney,Bus,51
2025-06-14,Hackney,Bus,44
2025-06-15,Hackney,Bus,38
2025-06-16,Hackney,Bus,40
2025-06-17,Hackney,Bus,41
2025-06-18,Hackney,Bus,51
2025-06-19,Hackney,Bus,49
2025-06-20,Hackney,Bus,47
2025-06-21,Hackney,Bus,40
2025-06-22,Hackney,Bus,42
2025-06-23,Hackney,Bus,48
2025-06-24,Hackney,Bus,52
2025-06-25,Hackney,Bus,50
2025-06-26,Hackney,Bus,51
2025-06-27,Hackney,Bus,44
2025-06-28,Hackney,Bus,34
2025-06-29,Hackney,Bus,38
2025-06-30,Hackney,Bus,51
2025-07-01,Hackney,Bus,52
2025-07-02,Hackney,Bus,48
2025-07-03,Hackney,Bus,57
2025-07-04,Hackney,Bus,53
2025-07-05,Hackney,Bus,37
2025-07-06,Hackney,Bus,36
2025-07-07,Hackney,Bus,51
2025-07-08,Hackney,Bus,52
2025-07-09,Hackney,Bus,46
2025-07-10,Hackney,Bus,55
2025-07-11,Hackney,Bus,43
2025-07-12,Hackney,Bus,41
2025-07-13,Hackney,Bus,39
2025-07-14,Hackney,Bus,51
2025-07-15,Hackney,Bus,48
2025-07-16,Hackney,Bus,59
2025-07-17,Hackney,Bus,51
2025-07-18,Hackney,Bus,59
2025-07-19,Hackney,Bus,37
2025-07-20,Hackney,Bus,46
2025-07-21,Hackney,Bus,61
2025-07-22,Hackney,Bus,56
2025-07-23,Hackney,Bus,59
2025-07-24,Hackney,Bus,55
2025-07-25,Hackney,Bus,46
2025-07-26,Hackney,Bus,39
2025-07-27,Hackney,Bus,42
2025-07-28,Hackney,Bus,55
2025-07-29,Hackney,Bus,60
2025-07-30,Hackney,Bus,57
2025-07-31,Hackney,Bus,57
2025-08-01,Hackney,Bus,56
2025-08-02,Hackney,Bus,45
2025-08-03,Hackney,Bus,44
2025-08-04,Hackney,Bus,61
2025-08-05,Hackney,Bus,56
2025-08-06,Hackney,Bus,62
2025-08-07,Hackney,Bus,58
2025-08-08,Hackney,Bus,56
2025-08-09,Hackney,Bus,37
2025-08-10,Hackney,Bus,41
2025-08-11,Hackney,Bus,57
2025-08-12,Hackney,Bus,51
2025-08-13,Hackney,Bus,52
2025-08-14,Hackney,Bus,54
2025-08-15,Hackney,Bus,60
2025-08-16,Hackney,Bus,41
2025-08-17,Hackney,Bus,44
2025-08-18,Hackney,Bus,61
2025-08-19,Hackney,Bus,64
2025-08-20,Hackney,Bus,47
2025-08-21,Hackney,Bus,61
2025-08-22,Hackney,Bus,55
2025-08-23,Hackney,Bus,43
2025-08-24,Hackney,Bus,42
2025-08-25,Hackney,Bus,57
2025-08-26,Hackney,Bus,63
2025-08-27,Hackney,Bus,54
2025-08-28,Hackney,Bus,69
2025-08-29,Hackney,Bus,57
2025-08-30,Hackney,Bus,52
2025-08-31,Hackney,Bus,39
2024-09-01,Lambeth,Tube,100
2024-09-02,Lambeth,Tube,113
2024-09-03,Lambeth,Tube,121
2024-09-04,Lambeth,Tube,129
2024-09-05,Lambeth,Tube,118
2024-09-06,Lambeth,Tube,134
2024-09-07,Lambeth,Tube,85
2024-09-08,Lambeth,Tube,104
2024-09-09,Lambeth,Tube,139
2024-09-10,Lambeth,Tube,141
2024-09-11,Lambeth,Tube,156
2024-09-12,Lambeth,Tube,137
2024-09-13,Lambeth,Tube,144
2024-09-14,Lambeth,Tube,91
2024-09-15,Lambeth,Tube,98
2024-09-16,Lambeth,Tube,145
2024-09-17,Lambeth,Tube,125
2024-09-18,Lambeth,Tube,149
2024-09-19,Lambeth,Tube,139
2024-09-20,Lambeth,Tube,154
2024-09-21,Lambeth,Tube,116
2024-09-22,Lambeth,Tube,117
2024-09-23,Lambeth,Tube,128
2024-09-24,Lambeth,Tube,153
2024-09-25,Lambeth,Tube,160
2024-09-26,Lambeth,Tube,147
2024-09-27,Lambeth,Tube,128
2024-09-28,Lambeth,Tube,106
2024-09-29,Lambeth,Tube,120
2024-09-30,Lambeth,Tube,176
2024-10-01,Lambeth,Tube,128
2024-10-02,Lambeth,Tube,132
2024-10-03,Lambeth,Tube,159
2024-10-04,Lambeth,Tube,130
2024-10-05,Lambeth,Tube,114
2024-10-06,Lambeth,Tube,115
2024-10-07,Lambeth,Tube,141
2024-10-08,Lambeth,Tube,152
2024-10-09,Lambeth,Tube,153
2024-10-10,Lambeth,Tube,140
2024-10-11,Lambeth,Tube,126
2024-10-12,Lambeth,Tube,117
2024-10-13,Lambeth,Tube,119
2024-10-14,Lambeth,Tube,136
2024-10-15,Lambeth,Tube,131
2024-10-16,Lambeth,Tube,157
2024-10-17,Lambeth,Tube,154
2024-10-18,Lambeth,Tube,162
2024-10-19,Lambeth,Tube,104
2024-10-20,Lambeth,Tube,114
2024-10-21,Lambeth,Tube,157
2024-10-22,Lambeth,Tube,163
2024-10-23,Lambeth,Tube,159
2024-10-24,Lambeth,Tube,160
2024-10-25,Lambeth,Tube,167
2024-10-26,Lambeth,Tube,121
2024-10-27,Lambeth,Tube,107
2024-10-28,Lambeth,Tube,157
2024-10-29,Lambeth,Tube,168
2024-10-30,Lambeth,Tube,137
2024-10-31,Lambeth,Tube,150
2024-11-01,Lambeth,Tube,170
2024-11-02,Lambeth,Tube,102
2024-11-03,Lambeth,Tube,117
2024-11-04,Lambeth,Tube,160
2024-11-05,Lambeth,Tube,178
2024-11-06,Lambeth,Tube,160
2024-11-07,Lambeth,Tube,154
2024-11-08,Lambeth,Tube,165
2024-11-09,Lambeth,Tube,119
2024-11-10,Lambeth,Tube,114
2024-11-11,Lambeth,Tube,190
2024-11-12,Lambeth,Tube,140
2024-11-13,Lambeth,Tube,139
2024-11-14,Lambeth,Tube,172
2024-11-15,Lambeth,Tube,157
2024-11-16,Lambeth,Tube,111
2024-11-17,Lambeth,Tube,110
2024-11-18,Lambeth,Tube,156
2024-11-19,Lambeth,Tube,149
2024-11-20,Lambeth,Tube,150
2024-11-21,Lambeth,Tube,164
2024-11-22,Lambeth,Tube,161
2024-11-23,Lambeth,Tube,127
2024-11-24,Lambeth,Tube,124
2024-11-25,Lambeth,Tube,140
2024-11-26,Lambeth,Tube,154
2024-11-27,Lambeth,Tube,159
2024-11-28,Lambeth,Tube,150
2024-11-29,Lambeth,Tube,172
2024-11-30,Lambeth,Tube,113
2024-12-01,Lambeth,Tube,112
2024-12-02,Lambeth,Tube,151
2024-12-03,Lambeth,Tube,150
2024-12-04,Lambeth,Tube,184
2024-12-05,Lambeth,Tube,163
2024-12-06,Lambeth,Tube,151
2024-12-07,Lambeth,Tube,125
2024-12-08,Lambeth,Tube,131
2024-12-09,Lambeth,Tube,164
2024-12-10,Lambeth,Tube,174
2024-12-11,Lambeth,Tube,134
2024-12-12,Lambeth,Tube,139
2024-12-13,Lambeth,Tube,152
2024-12-14,Lambeth,Tube,124
2024-12-15,Lambeth,Tube,94
2024-12-16,Lambeth,Tube,148
2024-12-17,Lambeth,Tube,140
2024-12-18,Lambeth,Tube,146
2024-12-19,Lambeth,Tube,139
2024-12-20,Lambeth,Tube,152
2024-12-21,Lambeth,Tube,104
2024-12-22,Lambeth,Tube,112
2024-12-23,Lambeth,Tube,137
2024-12-24,Lambeth,Tube,174
2024-12-25,Lambeth,Tube,166
2024-12-26,Lambeth,Tube,123
2024-12-27,Lambeth,Tube,146
2024-12-28,Lambeth,Tube,126
2024-12-29,Lambeth,Tube,123
2024-12-30,Lambeth,Tube,159
2024-12-31,Lambeth,Tube,142
2025-01-01,Lambeth,Tube,140
2025-01-02,Lambeth,Tube,153
2025-01-03,Lambeth,Tube,146
2025-01-04,Lambeth,Tube,114
2025-01-05,Lambeth,Tube,107
2025-01-06,Lambeth,Tube,142
2025-01-07,Lambeth,Tube,150
2025-01-08,Lambeth,Tube,147
2025-01-09,Lambeth,Tube,149
2025-01-10,Lambeth,Tube,162
2025-01-11,Lambeth,Tube,104
2025-01-12,Lambeth,Tube,107
2025-01-13,Lambeth,Tube,154
2025-01-14,Lambeth,Tube,130
2025-01-15,Lambeth,Tube,142
2025-01-16,Lambeth,Tube,150
2025-01-17,Lambeth,Tube,153
2025-01-18,Lambeth,Tube,113
2025-01-19,Lambeth,Tube,120
2025-01-20,Lambeth,Tube,152
2025-01-21,Lambeth,Tube,136
2025-01-22,Lambeth,Tube,131
2025-01-23,Lambeth,Tube,142
2025-01-24,Lambeth,Tube,150
2025-01-25,Lambeth,Tube,107
2025-01-26,Lambeth,Tube,107
2025-01-27,Lambeth,Tube,160
2025-01-28,Lambeth,Tube,146
2025-01-29,Lambeth,Tube,128
2025-01-30,Lambeth,Tube,147
2025-01-31,Lambeth,Tube,152
2025-02-01,Lambeth,Tube,107
2025-02-02,Lambeth,Tube,108
2025-02-03,Lambeth,Tube,132
2025-02-04,Lambeth,Tube,163
2025-02-05,Lambeth,Tube,145
2025-02-06,Lambeth,Tube,136
2025-02-07,Lambeth,Tube,141
2025-02-08,Lambeth,Tube,99
2025-02-09,Lambeth,Tube,110
2025-02-10,Lambeth,Tube,138
2025-02-11,Lambeth,Tube,139
2025-02-12,Lambeth,Tube,148
2025-02-13,Lambeth,Tube,145
2025-02-14,Lambeth,Tube,129
2025-02-15,Lambeth,Tube,104
2025-02-16,Lambeth,Tube,111
2025-02-17,Lambeth,Tube,146
2025-02-18,Lambeth,Tube,140
2025-02-19,Lambeth,Tube,148
2025-02-20,Lambeth,Tube,121
2025-02-21,Lambeth,Tube,135
2025-02-22,Lambeth,Tube,97
2025-02-23,Lambeth,Tube,122
2025-02-24,Lambeth,Tube,146
2025-02-25,Lambeth,Tube,141
2025-02-26,Lambeth,Tube,145
2025-02-27,Lambeth,Tube,144
2025-02-28,Lambeth,Tube,149
2025-03-01,Lambeth,Tube,108
2025-03-02,Lambeth,Tube,92
2025-03-03,Lambeth,Tube,132
2025-03-04,Lambeth,Tube,126
2025-03-05,Lambeth,Tube,131
2025-03-06,Lambeth,Tube,134
2025-03-07,Lambeth,Tube,121
2025-03-08,Lambeth,Tube,89
2025-03-09,Lambeth,Tube,107
2025-03-10,Lambeth,Tube,141
2025-03-11,Lambeth,Tube,151
2025-03-12,Lambeth,Tube,128
2025-03-13,Lambeth,Tube,129
2025-03-14,Lambeth,Tube,122
2025-03-15,Lambeth,Tube,85
2025-03-16,Lambeth,Tube,82
2025-03-17,Lambeth,Tube,135
2025-03-18,Lambeth,Tube,112
2025-03-19,Lambeth,Tube,128
2025-03-20,Lambeth,Tube,139
2025-03-21,Lambeth,Tube,123
2025-03-22,Lambeth,Tube,111
2025-03-23,Lambeth,Tube,84
2025-03-24,Lambeth,Tube,133
2025-03-25,Lambeth,Tube,128
2025-03-26,Lambeth,Tube,138
2025-03-27,Lambeth,Tube,108
2025-03-28,Lambeth,Tube,146
2025-03-29,Lambeth,Tube,98
2025-03-30,Lambeth,Tube,92
2025-03-31,Lambeth,Tube,139
2025-04-01,Lambeth,Tube,120
2025-04-02,Lambeth,Tube,132
2025-04-03,Lambeth,Tube,116
2025-04-04,Lambeth,Tube,136
2025-04-05,Lambeth,Tube,80
2025-04-06,Lambeth,Tube,91
2025-04-07,Lambeth,Tube,123
2025-04-08,Lambeth,Tube,119
2025-04-09,Lambeth,Tube,132
2025-04-10,Lambeth,Tube,113
2025-04-11,Lambeth,Tube,122
2025-04-12,Lambeth,Tube,93
2025-04-13,Lambeth,Tube,90
2025-04-14,Lambeth,Tube,108
2025-04-15,Lambeth,Tube,104
2025-04-16,Lambeth,Tube,123
2025-04-17,Lambeth,Tube,115
2025-04-18,Lambeth,Tube,111
2025-04-19,Lambeth,Tube,73
2025-04-20,Lambeth,Tube,82
2025-04-21,Lambeth,Tube,116
2025-04-22,Lambeth,Tube,115
2025-04-23,Lambeth,Tube,126
2025-04-24,Lambeth,Tube,110
2025-04-25,Lambeth,Tube,102
2025-04-26,Lambeth,Tube,77
2025-04-27,Lambeth,Tube,79
2025-04-28,Lambeth,Tube,113
2025-04-29,Lambeth,Tube,105
2025-04-30,Lambeth,Tube,101
2025-05-01,Lambeth,Tube,114
2025-05-02,Lambeth,Tube,102
2025-05-03,Lambeth,Tube,84
2025-05-04,Lambeth,Tube,84
2025-05-05,Lambeth,Tube,122
2025-05-06,Lambeth,Tube,106
2025-05-07,Lambeth,Tube,106
2025-05-08,Lambeth,Tube,111
2025-05-09,Lambeth,Tube,102
2025-05-10,Lambeth,Tube,80
2025-05-11,Lambeth,Tube,76
2025-05-12,Lambeth,Tube,102
2025-05-13,Lambeth,Tube,95
2025-05-14,Lambeth,Tube,116
2025-05-15,Lambeth,Tube,108
2025-05-16,Lambeth,Tube,97
2025-05-17,Lambeth,Tube,83
2025-05-18,Lambeth,Tube,87
2025-05-19,Lambeth,Tube,108
2025-05-20,Lambeth,Tube,99
2025-05-21,Lambeth,Tube,101
2025-05-22,Lambeth,Tube,103
2025-05-23,Lambeth,Tube,97
2025-05-24,Lambeth,Tube,80
2025-05-25,Lambeth,Tube,84
2025-05-26,Lambeth,Tube,92
2025-05-27,Lambeth,Tube,102
2025-05-28,Lambeth,Tube,97
2025-05-29,Lambeth,Tube,115
2025-05-30,Lambeth,Tube,101
2025-05-31,Lambeth,Tube,91
2025-06-01,Lambeth,Tube,75
2025-06-02,Lambeth,Tube,113
2025-06-03,Lambeth,Tube,113
2025-06-04,Lambeth,Tube,96
2025-06-05,Lambeth,Tube,103
2025-06-06,Lambeth,Tube,96
2025-06-07,Lambeth,Tube,74
2025-06-08,Lambeth,Tube,80
2025-06-09,Lambeth,Tube,100
2025-06-10,Lambeth,Tube,105
2025-06-11,Lambeth,Tube,94
2025-06-12,Lambeth,Tube,119
2025-06-13,Lambeth,Tube,121
2025-06-14,Lambeth,Tube,87
2025-06-15,Lambeth,Tube,80
2025-06-16,Lambeth,Tube,110
2025-06-17,Lambeth,Tube,110
2025-06-18,Lambeth,Tube,109
2025-06-19,Lambeth,Tube,104
2025-06-20,Lambeth,Tube,112
2025-06-21,Lambeth,Tube,75
2025-06-22,Lambeth,Tube,91
2025-06-23,Lambeth,Tube,109
2025-06-24,Lambeth,Tube,105
2025-06-25,Lambeth,Tube,105
2025-06-26,Lambeth,Tube,108
2025-06-27,Lambeth,Tube,97
2025-06-28,Lambeth,Tube,88
2025-06-29,Lambeth,Tube,87
2025-06-30,Lambeth,Tube,124
2025-07-01,Lambeth,Tube,120
2025-07-02,Lambeth,Tube,107
2025-07-03,Lambeth,Tube,115
2025-07-04,Lambeth,Tube,106
2025-07-05,Lambeth,Tube,78
2025-07-06,Lambeth,Tube,78
2025-07-07,Lambeth,Tube,124
2025-07-08,Lambeth,Tube,100
2025-07-09,Lambeth,Tube,101
2025-07-10,Lambeth,Tube,134
2025-07-11,Lambeth,Tube,111
2025-07-12,Lambeth,Tube,84
2025-07-13,Lambeth,Tube,85
2025-07-14,Lambeth,Tube,98
2025-07-15,Lambeth,Tube,98
2025-07-16,Lambeth,Tube,115
2025-07-17,Lambeth,Tube,103
2025-07-18,Lambeth,Tube,118
2025-07-19,Lambeth,Tube,86
2025-07-20,Lambeth,Tube,97
2025-07-21,Lambeth,Tube,130
2025-07-22,Lambeth,Tube,109
2025-07-23,Lambeth,Tube,114
2025-07-24,Lambeth,Tube,117
2025-07-25,Lambeth,Tube,105
2025-07-26,Lambeth,Tube,78
2025-07-27,Lambeth,Tube,102
2025-07-28,Lambeth,Tube,122
2025-07-29,Lambeth,Tube,118
2025-07-30,Lambeth,Tube,127
2025-07-31,Lambeth,Tube,126
2025-08-01,Lambeth,Tube,135
2025-08-02,Lambeth,Tube,88
2025-08-03,Lambeth,Tube,94
2025-08-04,Lambeth,Tube,116
2025-08-05,Lambeth,Tube,124
2025-08-06,Lambeth,Tube,124
2025-08-07,Lambeth,Tube,116
2025-08-08,Lambeth,Tube,118
2025-08-09,Lambeth,Tube,93
2025-08-10,Lambeth,Tube,90
2025-08-11,Lambeth,Tube,128
2025-08-12,Lambeth,Tube,113
2025-08-13,Lambeth,Tube,140
2025-08-14,Lambeth,Tube,109
2025-08-15,Lambeth,Tube,121
2025-08-16,Lambeth,Tube,95
2025-08-17,Lambeth,Tube,95
2025-08-18,Lambeth,Tube,141
2025-08-19,Lambeth,Tube,133
